record,COUNTRY,REGION,SECTOR,INDUSTRY,CAP1,CAP2,CAP3,CAP4,CAP5,CAP6,CAP7,CAP8,CAP9
4043,United States,NAMR,Aerospace & Defense,Industrial Goods,66,33,33,66,0,33,33,17,0
5627,France,EMESA,Logistics & Postal Services,TCI,17,17,17,50,33,50,0,33,33
2151,United States,NAMR,Medtech,Healthcare,17,0,17,0,0,17,0,33,33
3826,Morocco,EMESA,Chemicals,Industrial Goods,83,50,83,66,33,66,83,83,66
1895,Morocco,EMESA,"Construction, Cities and Infrastructure Development",TCI,66,66,33,0,0,33,33,66,8
133,United Kingdom,EMESA,"Construction, Cities and Infrastructure Development",TCI,33,17,33,17,17,33,0,50,0
P416,Singapore,APAC,Public Sector,Public Sector,50,50,66,50,50,66,66,66,33
1323,Chile,EMESA,Airline,TCI,83,66,66,66,33,33,33,66,0
5491,United States,NAMR,"Devices, Components, and Semiconductors",TMT,33,0,0,66,17,17,17,0,0
6293,Taiwan,APAC,Chemicals,Industrial Goods,33,33,33,33,33,33,33,66,0
5813,United States,NAMR,Automotive & Mobility,Industrial Goods,33,33,17,0,8,0,0,33,33
2027,United Kingdom,EMESA,Insurance,Insurance,66,66,33,83,50,66,66,33,0
201,United States,NAMR,Insurance,Insurance,33,83,100,66,50,33,50,33,66
3929,Australia,APAC,"Construction, Cities and Infrastructure Development",TCI,50,17,17,33,17,0,0,17,17
5762,United States,NAMR,Real Estate,TCI,66,50,66,33,66,50,66,100,66
3821,Hong Kong,APAC,"Devices, Components, and Semiconductors",TMT,33,50,66,50,66,17,50,66,33
1753,Italy,EMESA,Aerospace & Defense,Industrial Goods,100,66,83,66,50,66,83,83,66
2919,United States,NAMR,Fashion & Luxury,Consumer,66,33,66,66,66,66,66,66,100
1484,United States,NAMR,Machinery & Automation incl. Greentech,Industrial Goods,66,66,66,50,83,50,83,66,83
3638,Hong Kong,APAC,Logistics & Postal Services,TCI,83,83,66,66,50,66,66,66,66
2954,United States,NAMR,Insurance,Insurance,66,33,50,66,33,50,50,83,66
1009,Germany,EMESA,Retail,Consumer,66,0,50,66,0,33,0,17,17
4814,India,APAC,Insurance,Insurance,0,0,0,0,0,17,0,17,0
1934,Ireland,EMESA,Chemicals,Industrial Goods,50,33,83,66,33,33,66,50,66
5354,United States,NAMR,Logistics & Postal Services,TCI,50,33,83,66,50,50,50,66,100
5677,United States,NAMR,Media,TMT,33,17,0,0,66,17,0,0,33
1513,United Kingdom,EMESA,Medtech,Healthcare,50,17,17,33,17,33,17,17,33
1900,United Kingdom,EMESA,Banking,Financial Institutions,66,66,66,66,50,66,66,33,66
1577,France,EMESA,Consumer Products,Consumer,66,33,50,100,33,66,50,33,50
2191,United States,NAMR,Aerospace & Defense,Industrial Goods,100,100,100,100,100,100,100,100,100
5816,Switzerland,EMESA,Global Asset Managers,Financial Institutions,50,33,17,33,17,33,0,33,66
2389,United States,NAMR,Global Asset Managers,Financial Institutions,66,33,66,50,50,33,50,33,33
4659,China,APAC,Renewables,Energy,66,17,66,33,17,17,33,17,33
481,Switzerland,EMESA,Biopharma,Healthcare,33,33,17,50,66,0,0,33,33
902,France,EMESA,Consumer Products,Consumer,66,0,33,66,33,33,33,66,0
1227,United Kingdom,EMESA,Automotive & Mobility,Industrial Goods,33,17,17,17,17,0,66,50,0
1474,United States,NAMR,Global Asset Managers,Financial Institutions,66,66,66,66,83,66,83,83,100
3947,Poland,EMESA,Fashion & Luxury,Consumer,66,33,66,66,66,33,66,100,100
129,United Kingdom,EMESA,Payments & Fintech,Financial Institutions,50,17,17,100,0,17,33,17,66
417,India,APAC,Software,TMT,83,100,100,83,100,83,83,83,83
5716,United States,NAMR,Automotive & Mobility,Industrial Goods,33,0,17,33,0,33,17,17,17
425,Germany,EMESA,Airline,TCI,33,66,33,50,33,33,33,33,33
2448,Germany,EMESA,Airline,TCI,66,50,66,33,17,33,50,17,50
518,Canada,NAMR,Fashion & Luxury,Consumer,33,17,17,33,17,17,33,33,33
1656,United States,NAMR,Telecommunications,TMT,83,83,83,50,66,66,83,83,83
3421,Sweden,EMESA,"Devices, Components, and Semiconductors",TMT,50,50,17,0,100,66,33,83,33
1399,India,APAC,Biopharma,Healthcare,17,33,17,50,33,33,17,33,17
1512,Australia,APAC,"Construction, Cities and Infrastructure Development",TCI,66,50,33,100,66,66,100,83,66
5356,United States,NAMR,Logistics & Postal Services,TCI,66,66,66,50,17,17,66,66,83
2828,Australia,APAC,Banking,Financial Institutions,83,33,83,66,83,33,50,50,100
838,United States,NAMR,Retail,Consumer,66,50,66,50,66,66,66,50,66
1149,Canada,NAMR,Automotive & Mobility,Industrial Goods,33,33,33,33,33,50,33,33,33
234,India,APAC,Automotive & Mobility,Industrial Goods,50,66,66,33,50,17,66,66,83
154,United Arab Emirates,EMESA,Retail,Consumer,83,33,83,100,33,83,0,66,0
5302,India,APAC,Rail & Hospitality,TCI,83,83,83,83,83,83,66,83,50
294,Malaysia,APAC,Banking,Financial Institutions,83,33,50,66,66,50,33,66,66
3471,Germany,EMESA,Automotive & Mobility,Industrial Goods,33,17,17,33,0,17,17,17,17
5445,Hong Kong,APAC,Rail & Hospitality,TCI,33,0,33,0,0,17,0,0,33
516,United States,NAMR,Software,TMT,66,33,33,66,33,66,33,17,50
237,Canada,NAMR,Insurance,Insurance,66,33,33,66,50,66,66,66,33
484,Spain,EMESA,Insurance,Insurance,33,33,50,50,33,17,50,66,100
5076,United States,NAMR,Insurance,Insurance,66,33,33,33,33,33,33,33,66
2471,United Kingdom,EMESA,Retail,Consumer,66,0,33,66,66,33,0,50,0
2494,United States,NAMR,Rail & Hospitality,TCI,83,50,83,50,66,83,33,100,66
2722,India,APAC,Automotive & Mobility,Industrial Goods,17,33,0,17,33,66,17,33,0
4188,United States,NAMR,"Devices, Components, and Semiconductors",TMT,66,33,100,100,66,100,100,66,100
2823,United States,NAMR,MedTech,Healthcare,50,66,33,50,33,33,17,33,66
4547,United States,NAMR,Insurance,Insurance,50,83,66,50,66,50,66,66,83
826,United States,NAMR,Payments & Fintech,Financial Institutions,50,66,83,83,66,50,50,66,100
5481,India,APAC,"Providers, Systems & Services",Healthcare,50,33,50,33,33,33,33,50,17
2676,United States,NAMR,"Providers, Systems & Services",Healthcare,33,83,50,50,33,50,66,50,100
3982,Germany,EMESA,Automotive & Mobility,Industrial Goods,0,0,33,0,0,0,0,0,33
3474,United States,NAMR,Retail,Consumer,66,33,17,33,17,0,33,17,17
1989,United States,NAMR,"Providers, Systems & Services",Healthcare,66,33,66,33,83,100,0,33,33
2499,India,APAC,"Providers, Systems & Services",Healthcare,66,100,66,33,66,33,66,83,66
5979,Taiwan,APAC,"Devices, Components, and Semiconductors",TMT,100,100,100,66,66,66,66,100,33
3253,Australia,APAC,Insurance,Insurance,66,0,8,33,50,0,8,83,50
4962,United States,NAMR,Medtech,Healthcare,50,50,66,50,50,50,66,50,50
1253,Ireland,EMESA,Medtech,Healthcare,50,33,33,66,33,33,50,50,33
2098,Romania,EMESA,Retail,Consumer,66,50,33,66,33,33,33,66,50
4016,China,APAC,Retail,Consumer,83,66,66,83,66,66,83,100,8
468,Germany,EMESA,Automotive & Mobility,Industrial Goods,50,66,50,50,50,33,50,50,66
2176,Germany,EMESA,Biopharma,Healthcare,66,33,66,66,33,33,33,33,33
4917,United States,NAMR,Media,TMT,66,50,83,100,83,83,83,50,66
211,India,APAC,Chemicals,Industrial Goods,50,66,50,66,50,50,50,33,33
2673,United States,NAMR,Medtech,Healthcare,33,0,0,0,0,33,8,33,0
4675,United Kingdom,EMESA,Rail & Hospitality,TCI,66,33,0,66,33,83,17,66,66
P923,United States,NAMR,Public Sector,Public Sector,33,33,66,66,66,33,33,33,33
1155,United States,NAMR,Media,TMT,83,100,66,100,100,100,100,100,100
2188,United States,NAMR,Global Asset Managers,Financial Institutions,33,66,50,66,33,50,66,100,50
897,United States,NAMR,Insurance,Insurance,66,50,66,66,66,66,100,50,83
480,Canada,NAMR,Retail,Consumer,50,33,33,33,33,17,8,66,50
5752,Australia,APAC,Metals & Mining,Industrial Goods,66,50,66,83,66,66,50,66,66
2286,United States,NAMR,Machinery & Automation incl. Greentech,Industrial Goods,0,17,17,17,17,17,17,0,0
3847,United Kingdom,EMESA,Fashion & Luxury,Consumer,66,33,33,33,33,33,33,66,33
5416,United States,NAMR,"Devices, Components, and Semiconductors",TMT,8,33,50,83,17,33,33,50,8
5375,United States,NAMR,"Devices, Components, and Semiconductors",TMT,33,50,50,66,83,66,66,83,50
1135,United States,NAMR,Software,TMT,83,100,83,100,83,66,100,83,100
5671,China,APAC,Consumer Products,Consumer,66,33,33,33,66,66,33,50,0
229,Luxembourg,EMESA,Telecommunications,TMT,66,50,50,66,0,33,50,83,66
296,India,APAC,Software,TMT,66,66,83,50,66,83,66,50,66
P1056,United Kingdom,EMESA,Public Sector,Public Sector,66,66,83,66,66,66,83,66,83
P109,Saudi Arabia,EMESA,Public Sector,Public Sector,100,66,83,83,66,66,100,66,66
P1987,Indonesia,APAC,Public Sector,Public Sector,66,50,66,66,50,66,50,50,50
P1656,New Zealand,APAC,Public Sector,Public Sector,17,17,0,17,0,17,0,66,0
P2122,Indonesia,APAC,Public Sector,Public Sector,66,50,50,50,50,33,50,33,50
P138,India,APAC,Public Sector,Public Sector,83,33,50,50,17,17,50,50,33
P410,Saudi Arabia,EMESA,Public Sector,Public Sector,33,33,50,66,50,17,33,66,33
P958,Saudi Arabia,EMESA,Public Sector,Public Sector,33,0,50,50,66,66,33,50,33
P1654,New Zealand,APAC,Public Sector,Public Sector,33,50,33,66,33,50,33,33,33
P1156,Saudi Arabia,EMESA,Public Sector,Public Sector,66,50,66,50,83,66,83,50,50
5437,Hong Kong,APAC,Rail & Hospitality,TCI,66,33,33,33,0,33,0,33,0
2356,Japan,APAC,Chemicals,Industrial Goods,66,66,66,33,50,66,50,33,50
4018,Japan,APAC,"Devices, Components, and Semiconductors",TMT,66,33,50,50,66,66,50,50,66
5763,Japan,APAC,Global Asset Managers,Financial Institutions,33,33,33,66,66,33,66,33,33
1461,Japan,APAC,Global Asset Managers,Financial Institutions,66,66,33,100,66,66,66,100,66
4963,Japan,APAC,Metals & Mining,Industrial Goods,66,66,66,66,66,66,8,66,66
492,Japan,APAC,Banking,Financial Institutions,33,33,33,33,0,0,33,0,33
5041,Hong Kong,APAC,Medtech,Healthcare,66,100,83,100,66,83,83,100,66
3079,Sweden,EMESA,Media,TMT,66,66,66,66,66,66,66,66,83
2124,Hungary,EMESA,Oil & Gas,Energy,83,33,50,17,33,66,8,66,50
1992,United States,NAMR,"Providers, Systems & Services",Healthcare,33,17,17,33,33,17,17,33,0
1438,United States,NAMR,Consumer Products,Consumer,33,17,0,33,0,17,0,33,33
3765,South Africa,EMESA,Insurance,Insurance,8,0,100,66,8,100,0,100,8
5342,Italy,EMESA,Fashion & Luxury,Consumer,66,0,0,33,0,0,33,33,0
5340,United States,NAMR,Consumer Products,Consumer,83,66,66,83,66,83,66,66,66
4721,United States,NAMR,Aerospace & Defense,Industrial Goods,33,50,33,66,33,66,100,50,66
277,United States,NAMR,Banking,Financial Institutions,66,50,50,66,50,66,66,50,66
487,Greece,EMESA,Oil & Gas,Energy,50,50,50,50,50,50,66,66,33
532,India,APAC,Software,TMT,83,66,100,100,100,83,83,100,33
5209,Japan,APAC,Insurance,Insurance,8,50,0,17,50,33,8,33,8
2135,Norway,EMESA,Biopharma,Healthcare,83,50,66,66,50,66,50,33,83
1024,South Africa,EMESA,Telecommunications,TMT,66,66,66,66,33,66,66,66,33
401,Germany,EMESA,Insurance,Insurance,66,33,17,33,50,50,33,33,50
4184,United States,NAMR,Oil & Gas,Energy,83,66,66,83,50,83,66,83,66
2658,Philippines,APAC,Payments & Fintech,Financial Institutions,100,100,66,100,66,66,66,100,66
1125,Netherlands,EMESA,Rail & Hospitality,TCI,33,33,33,66,66,33,50,66,17
367,Australia,APAC,Banking,Financial Institutions,33,66,66,66,66,83,33,66,66
1217,United Kingdom,EMESA,Power and Utilities,Energy,50,66,66,50,50,33,8,50,66
1768,United States,NAMR,Insurance,Insurance,83,83,83,66,66,66,83,83,100
2388,France,EMESA,Global Asset Managers,Financial Institutions,100,66,66,66,100,66,66,100,100
2949,Brazil,NAMR,Consumer Products,Consumer,50,17,17,33,33,33,0,33,0
834,Spain,EMESA,Automotive & Mobility,Industrial Goods,33,33,33,33,33,33,66,33,33
3467,United States,NAMR,Media,TMT,50,66,50,66,33,50,8,33,50
2880,Australia,APAC,Telecommunications,TMT,66,66,100,83,50,50,83,100,83
P103,Saudi Arabia,EMESA,Public Sector,Public Sector,50,66,50,50,83,83,66,50,50
3815,Finland,EMESA,Oil & Gas,Energy,66,50,50,17,33,50,33,83,50
1006,Switzerland,EMESA,Consumer Products,Consumer,66,33,33,83,33,33,50,83,17
404,United States,NAMR,Software,TMT,66,66,50,83,66,50,66,83,66
1023,United States,NAMR,Media,TMT,100,33,33,100,33,100,66,50,66
302,United States,NAMR,Global Asset Managers,Financial Institutions,50,33,50,17,33,17,0,66,0
5222,United States,NAMR,Insurance,Insurance,33,17,66,50,0,33,17,33,50
2282,United States,NAMR,Retail,Consumer,66,33,33,50,17,50,50,50,33
2815,United States,NAMR,Media,TMT,66,83,66,8,33,17,8,66,17
1400,United States,NAMR,Media,TMT,83,0,17,17,17,17,33,0,0
764,United States,NAMR,"Providers, Systems & Services",Healthcare,33,33,100,66,50,33,0,50,33
1618,United States,NAMR,Renewables,Energy,66,66,66,66,66,66,66,66,66
640,Israel,EMESA,Payments & Fintech,Financial Institutions,66,17,66,66,17,17,66,33,17
1360,United States,NAMR,Fashion & Luxury,Consumer,50,33,33,33,17,33,33,33,0
2241,India,APAC,Insurance,Insurance,66,0,8,8,0,33,8,33,0
2393,Japan,APAC,Global Asset Managers,Financial Institutions,66,66,66,66,33,66,66,100,66
1930,Finland,EMESA,Banking,Financial Institutions,50,17,17,50,17,50,17,17,17
2976,United States,NAMR,Retail,Consumer,33,17,17,33,33,17,17,33,0
2306,Norway,EMESA,Metals & Mining,Industrial Goods,66,17,33,33,33,33,33,33,33
1152,United States,NAMR,Banking,Financial Institutions,50,50,33,66,50,33,66,33,33
776,United States,NAMR,Aerospace & Defense,Industrial Goods,66,33,33,66,33,66,33,33,33
3153,United States,NAMR,Rail & Hospitality,TCI,33,33,33,100,33,0,33,33,33
3251,United States,NAMR,Software,TMT,66,66,100,66,100,100,100,100,66
3245,Netherlands,EMESA,Chemicals,Industrial Goods,66,66,33,33,50,33,50,33,33
2087,Switzerland,EMESA,Biopharma,Healthcare,100,66,8,66,66,83,8,50,100
166,Denmark,EMESA,Biopharma,Healthcare,33,50,33,33,33,0,33,17,33
1670,United States,NAMR,Power and Utilities,Energy,66,66,33,33,17,33,0,33,100
16,Australia,APAC,"Construction, Cities and Infrastructure Development",TCI,0,0,0,0,17,17,0,17,0
2097,United Kingdom,EMESA,"Providers, Systems & Services",Healthcare,33,17,50,66,0,0,33,66,50
2720,United States,NAMR,Global Asset Managers,Financial Institutions,83,83,66,66,66,66,66,66,66
2181,United States,NAMR,"Devices, Components, and Semiconductors",TMT,66,100,100,66,100,100,100,66,83
P1653,Saudi Arabia,EMESA,Public Sector,Public Sector,66,50,66,50,33,50,33,33,50
189,Netherlands,EMESA,"Devices, Components, and Semiconductors",TMT,66,33,33,66,33,66,0,33,33
142,Singapore,APAC,Banking,Financial Institutions,66,66,33,66,66,33,100,66,66
5366,United States,NAMR,Metals & Mining,Industrial Goods,83,50,66,66,66,50,50,50,50
2969,United States,NAMR,"Providers, Systems & Services",Healthcare,33,66,50,50,50,66,33,33,83
1148,South Korea,APAC,Chemicals,Industrial Goods,66,17,66,50,33,33,33,66,17
1973,Morocco,EMESA,Chemicals,Industrial Goods,66,33,33,66,33,33,0,33,0
2253,United States,NAMR,Chemicals,Industrial Goods,33,33,33,33,33,33,0,33,66
P1757,India,APAC,Oil & Gas,Energy,66,33,0,0,33,17,0,33,0
1138,United States,NAMR,Software,TMT,66,83,66,66,66,66,66,100,33
843,India,APAC,Automotive & Mobility,Industrial Goods,33,50,66,50,66,50,33,33,33
1258,Singapore,APAC,Consumer Products,Consumer,66,66,66,33,0,33,33,100,0
1018,South Africa,EMESA,Insurance,Insurance,83,66,50,66,100,83,83,66,0
2712,United States,NAMR,Media,TMT,33,33,66,0,33,66,66,100,0
4714,Japan,APAC,Machinery & Automation incl. Greentech,Industrial Goods,66,50,83,66,83,33,50,66,50
148,Austria,EMESA,Oil & Gas,Energy,50,66,33,50,50,33,33,66,50
3193,Switzerland,EMESA,Fashion & Luxury,Consumer,33,17,0,50,0,0,33,50,0
1908,United States,NAMR,"Devices, Components, and Semiconductors",TMT,66,100,33,66,33,33,33,66,66
2628,Qatar,EMESA,Telecommunications,TMT,100,66,66,66,33,66,33,100,0
1936,Canada,NAMR,Software,TMT,66,50,66,83,33,50,66,66,66
664,United Kingdom,EMESA,Telecommunications,TMT,66,66,0,33,0,33,33,33,33
2363,United States,NAMR,Software,TMT,100,100,33,100,100,100,100,100,100
913,France,EMESA,Telecommunications,TMT,66,17,66,17,66,66,17,33,66
2502,Egypt,EMESA,Real Estate,TCI,66,66,33,66,33,66,66,66,33
P753,United States,NAMR,Public Sector,Public Sector,66,0,0,0,0,17,0,17,0
2678,Australia,APAC,Chemicals,Industrial Goods,100,33,66,66,33,66,66,66,66
2063,Poland,EMESA,Oil & Gas,Energy,66,33,0,66,0,0,33,0,66
2798,United States,NAMR,Machinery & Automation incl. Greentech,Industrial Goods,66,33,50,0,50,50,8,50,100
2371,Japan,APAC,Biopharma,Healthcare,66,66,66,66,100,100,100,66,66
1026,United States,NAMR,"Providers, Systems & Services",Healthcare,83,33,33,50,83,66,50,33,66
2767,India,APAC,"Devices, Components, and Semiconductors",TMT,66,100,33,66,33,83,66,66,33
2507,United States,NAMR,Media,TMT,66,33,66,66,50,50,66,66,66
656,Finland,EMESA,Machinery & Automation incl. Greentech,Industrial Goods,100,83,17,100,66,83,33,100,50
5220,Germany,EMESA,Medtech,Healthcare,17,33,0,17,0,17,17,50,33
2613,United States,NAMR,Payments & Fintech,Financial Institutions,66,100,100,66,66,66,100,100,100
2071,United Kingdom,EMESA,Payments & Fintech,Financial Institutions,50,66,33,66,0,17,17,33,17
2633,India,APAC,Payments & Fintech,Financial Institutions,17,17,0,33,0,0,50,0,33
4216,Hong Kong,APAC,Telecommunications,TMT,66,33,33,66,50,50,50,50,50
479,United Kingdom,EMESA,Media,TMT,66,66,33,33,33,33,83,83,83
831,Germany,EMESA,Fashion & Luxury,Consumer,66,33,17,33,33,17,33,50,17
278,United States,NAMR,Software,TMT,66,100,50,83,66,50,83,83,100
P1190,Mexico,NAMR,Oil & Gas,Energy,0,66,33,33,33,33,0,33,0
304,United States,NAMR,Automotive & Mobility,Industrial Goods,66,50,8,83,66,33,50,50,50
285,United States,NAMR,Consumer Products,Consumer,0,17,17,33,17,33,17,17,0
3418,Denmark,EMESA,"Construction, Cities and Infrastructure Development",TCI,66,50,66,66,33,66,33,66,66
2128,United States,NAMR,Medtech,Healthcare,33,66,33,66,33,33,33,0,66
P2021,Brazil,NAMR,Oil & Gas,Energy,66,0,0,66,0,0,8,33,8
P1686,Malaysia,APAC,Oil & Gas,Energy,33,33,33,33,33,33,33,33,66
P924,Malaysia,APAC,Chemicals,Industrial Goods,17,33,33,33,17,33,0,33,17
1922,United States,NAMR,Biopharma,Healthcare,50,50,66,50,33,50,66,66,33
1897,United States,NAMR,Consumer Products,Consumer,66,66,66,66,83,66,66,50,100
1763,Netherlands,EMESA,Medtech,Healthcare,66,66,83,66,66,66,66,66,66
571,Italy,EMESA,Automotive & Mobility,Industrial Goods,0,17,33,33,17,17,0,17,0
2065,Switzerland,EMESA,Banking,Financial Institutions,66,50,50,66,50,50,50,66,66
837,India,APAC,Renewables,Energy,33,17,17,8,33,33,8,50,0
2476,United States,NAMR,Global Asset Managers,Financial Institutions,50,66,50,66,50,50,66,66,66
3759,China,APAC,Insurance,Insurance,50,50,33,50,33,50,33,100,66
1654,United States,NAMR,Payments & Fintech,Financial Institutions,83,50,83,66,50,100,33,66,66
3669,United States,NAMR,Global Asset Managers,Financial Institutions,17,0,17,33,0,0,33,17,0
P1620,United States,NAMR,Public Sector,Public Sector,66,50,66,66,66,50,50,33,33
3122,India,APAC,"Devices, Components, and Semiconductors",TMT,100,66,8,100,8,8,8,66,66
3180,India,APAC,"Devices, Components, and Semiconductors",TMT,33,33,33,66,33,66,66,66,33
1554,Malaysia,APAC,Logistics & Postal Services,TCI,33,33,8,33,66,66,66,66,33
2368,Italy,EMESA,Logistics & Postal Services,TCI,66,33,33,66,66,50,33,33,66
2962,Norway,EMESA,Logistics & Postal Services,TCI,66,33,33,50,17,17,50,33,66
5753,Taiwan,APAC,Fashion & Luxury,Consumer,66,66,66,66,66,66,33,66,33
1146,United States,NAMR,Automotive & Mobility,Industrial Goods,50,33,50,50,0,33,33,33,33
1410,Italy,EMESA,Fashion & Luxury,Consumer,50,33,17,66,33,33,17,66,66
759,United States,NAMR,Consumer Products,Consumer,83,33,50,83,50,50,33,83,66
3137,United States,NAMR,Insurance,Insurance,83,33,50,50,17,50,33,50,66
1629,United States,NAMR,Software,TMT,66,33,66,66,66,66,66,66,100
1087,Germany,EMESA,Media,TMT,83,66,66,66,66,50,66,66,50
2801,United States,NAMR,"Providers, Systems & Services",Healthcare,66,66,33,50,33,17,33,50,66
762,United States,NAMR,Banking,Financial Institutions,66,33,33,66,50,66,83,33,66
1301,Indonesia,APAC,Banking,Financial Institutions,83,33,17,66,50,50,33,66,33
P134,Indonesia,APAC,Public Sector,Public Sector,66,33,50,66,50,66,33,33,33
P990,Indonesia,APAC,Public Sector,Public Sector,66,66,66,33,33,66,66,100,33
3238,Indonesia,APAC,Retail,Consumer,50,50,33,33,50,50,33,66,50
1732,Indonesia,APAC,Real Estate,TCI,0,33,0,33,17,33,66,66,100
P101,Saudi Arabia,EMESA,Public Sector,Public Sector,66,0,8,66,66,33,8,33,0
P481,Canada,NAMR,Public Sector,Public Sector,66,33,33,66,66,50,83,50,66
171,France,EMESA,Media,TMT,66,66,33,66,33,17,50,66,33
646,Germany,EMESA,Retail,Consumer,50,17,17,33,17,17,33,33,17
497,United Arab Emirates,EMESA,"Providers, Systems & Services",Healthcare,33,66,17,33,17,17,33,33,0
1017,Canada,NAMR,Logistics & Postal Services,TCI,17,33,17,33,0,0,0,17,33
1153,United States,NAMR,Fashion & Luxury,Consumer,33,33,50,17,33,33,66,50,0
1228,Estonia,EMESA,Insurance,Insurance,66,33,83,83,50,66,50,66,66
2460,Australia,APAC,Airline,TCI,50,0,17,100,0,33,33,33,33
1759,Qatar,EMESA,Airline,TCI,66,66,66,83,50,33,66,100,33
P713,Qatar,EMESA,Public Sector,Public Sector,66,33,0,0,33,66,8,33,33
3430,Qatar,EMESA,Oil & Gas,Energy,33,66,66,66,100,33,66,66,33
3563,Australia,APAC,Insurance,Insurance,50,66,66,83,17,50,17,66,66
1339,Germany,EMESA,Biopharma,Healthcare,50,33,17,33,33,33,66,50,50
3219,United Kingdom,EMESA,Aerospace & Defense,Industrial Goods,83,0,8,83,0,0,8,33,0
3213,United States,NAMR,"Devices, Components, and Semiconductors",TMT,83,100,66,100,83,83,66,100,66
4180,Taiwan,APAC,"Devices, Components, and Semiconductors",TMT,66,17,33,33,33,17,17,33,33
P1455,Australia,APAC,Public Sector,Public Sector,50,50,50,17,17,17,17,50,83
2829,United States,NAMR,Medtech,Healthcare,100,66,100,50,33,50,66,100,100
3428,United States,NAMR,Fashion & Luxury,Consumer,17,33,17,0,17,17,66,17,17
2819,United States,NAMR,Aerospace & Defense,Industrial Goods,50,83,50,33,33,66,17,50,33
5490,Taiwan,APAC,"Devices, Components, and Semiconductors",TMT,17,33,0,0,17,0,17,17,0
1653,United Kingdom,EMESA,Consumer Products,Consumer,66,33,33,17,17,66,33,66,33
1331,United States,NAMR,Software,TMT,66,66,17,66,50,50,50,50,50
1429,Saudi Arabia,EMESA,"Construction, Cities and Infrastructure Development",TCI,33,0,0,0,0,17,33,0,0
P37,France,EMESA,Public Sector,Public Sector,83,83,83,66,66,66,66,83,100
1475,United States,NAMR,Insurance,Insurance,33,17,50,66,17,17,17,50,17
360,India,APAC,Oil & Gas,Energy,66,66,66,66,83,83,66,100,33
152,India,APAC,Retail,Consumer,50,33,66,50,33,33,33,100,33
3041,France,EMESA,Automotive & Mobility,Industrial Goods,66,66,33,66,33,50,33,33,33
3949,Japan,APAC,"Devices, Components, and Semiconductors",TMT,66,66,17,66,66,50,66,66,33
203,Spain,EMESA,Oil & Gas,Energy,66,66,50,50,17,50,33,66,66
P748,Saudi Arabia,EMESA,Public Sector,Public Sector,66,66,50,66,66,50,50,66,66
3473,Germany,EMESA,Aerospace & Defense,Industrial Goods,66,66,66,66,66,83,50,50,83
2421,United Kingdom,EMESA,Metals & Mining,Industrial Goods,50,50,66,66,50,83,50,66,50
2077,Saudi Arabia,EMESA,Banking,Financial Institutions,33,0,0,17,17,0,17,17,0
1157,United States,NAMR,Global Asset Managers,Financial Institutions,33,33,0,66,33,33,66,33,0
482,Switzerland,EMESA,Biopharma,Healthcare,17,0,50,17,17,66,66,33,33
3527,Canada,NAMR,Telecommunications,TMT,66,50,66,66,50,50,33,50,66
2666,United States,NAMR,Media,TMT,100,17,33,100,17,33,50,50,0
176,United Kingdom,EMESA,Power and Utilities,Energy,66,50,66,66,66,66,50,50,66
374,Russia,EMESA,Oil & Gas,Energy,17,0,0,33,17,0,50,17,0
5313,United Kingdom,EMESA,"Construction, Cities and Infrastructure Development",TCI,50,33,33,66,33,33,17,33,33
P135,Saudi Arabia,EMESA,Public Sector,Public Sector,33,33,0,33,33,17,0,8,66
118,India,APAC,Automotive & Mobility,Industrial Goods,0,0,0,17,0,0,17,0,0
P884,United Kingdom,EMESA,Public Sector,Public Sector,83,17,0,33,17,33,17,50,0
1746,United Kingdom,EMESA,Logistics & Postal Services,TCI,0,33,33,33,33,33,33,0,33
3936,United Kingdom,EMESA,Logistics & Postal Services,TCI,17,0,33,33,33,33,0,33,17
2085,United States,NAMR,Chemicals,Industrial Goods,50,50,66,50,66,66,50,50,66
2162,United States,NAMR,Global Asset Managers,Financial Institutions,50,33,33,8,17,17,8,33,17
126,Germany,EMESA,Power and Utilities,Energy,33,0,33,17,0,17,0,17,33
1740,Ireland,EMESA,Airline,TCI,66,100,83,50,33,66,66,100,0
848,United States,NAMR,Logistics & Postal Services,TCI,83,33,100,50,83,100,50,66,50
4023,Sweden,EMESA,Aerospace & Defense,Industrial Goods,66,66,50,66,50,66,50,83,83
3422,Turkey,EMESA,Global Asset Managers,Financial Institutions,33,50,33,66,33,66,0,33,17
811,Saudi Arabia,EMESA,Chemicals,Industrial Goods,17,17,33,17,17,0,33,17,0
1010,United States,NAMR,Software,TMT,83,50,50,50,17,66,100,100,33
1926,France,EMESA,Aerospace & Defense,Industrial Goods,66,66,33,33,66,33,33,33,66
2963,United States,NAMR,Aerospace & Defense,Industrial Goods,33,33,66,33,66,33,66,33,66
940,United States,NAMR,Software,TMT,100,100,100,100,100,100,100,100,100
797,United States,NAMR,Consumer Products,Consumer,33,50,50,50,33,50,50,50,33
434,Italy,EMESA,Fashion & Luxury,Consumer,66,66,33,50,33,33,50,66,66
P35,Sweden,EMESA,Public Sector,Public Sector,50,17,0,33,0,17,8,17,33
151,South Korea,APAC,"Devices, Components, and Semiconductors",TMT,33,33,0,33,33,0,33,33,0
3941,China,APAC,Rail & Hospitality,TCI,33,66,0,0,33,33,66,100,33
2064,Sweden,EMESA,Metals & Mining,Industrial Goods,66,50,66,50,66,50,66,66,66
